7;01/04/2019;12:04:43;558;52;1;2.50
11;01/04/2019;15:54:39;781;27;2;7.00
19;01/04/2019;14:34:59;788;46;2;5.00
32;01/04/2019;16:06:04;683;23;2;5.00
33;01/04/2019;19:18:37;99;34;1;2.45
39;01/04/2019;18:54:46;664;32;1;3.00
50;01/04/2019;13:03:49;316;49;2;6.00
53;01/04/2019;11:21:14;38;60;1;3.75
59;01/04/2019;19:30:55;370;51;2;6.00
62;01/04/2019;12:01:00;180;49;2;6.00
81;01/04/2019;13:20:51;35;35;2;6.20
90;01/04/2019;11:40:20;595;47;1;3.00
91;01/04/2019;12:27:43;500;25;2;4.40
94;01/04/2019;17:37:02;128;23;2;5.00
101;01/04/2019;12:26:34;599;48;2;5.00
103;01/04/2019;14:33:32;152;53;2;6.00
108;01/04/2019;16:11:18;65;40;1;3.75
112;01/04/2019;13:03:38;90;37;2;6.00
117;01/04/2019;18:25:04;82;60;1;3.75
120;01/04/2019;15:51:44;174;53;2;6.00
127;01/04/2019;13:58:40;116;41;2;8.50
134;01/04/2019;11:49:29;189;38;2;7.50
135;01/04/2019;17:01:36;131;40;1;3.75
137;01/04/2019;11:10:04;264;40;1;3.75
138;01/04/2019;13:17:42;722;38;1;3.75
141;01/04/2019;14:07:25;302;50;1;2.50
143;01/04/2019;13:17:00;174;59;2;9.00
150;01/04/2019;12:24:53;604;28;1;2.00
156;01/04/2019;12:30:00;32;34;1;2.45
156;01/04/2019;12:30:00;32;77;1;3.00
162;01/04/2019;19:07:40;470;55;1;4.00
165;01/04/2019;16:44:46;127;54;2;5.00
175;01/04/2019;19:54:12;553;47;1;3.00
180;01/04/2019;17:52:36;518;45;2;6.00
199;01/04/2019;14:24:55;112;41;2;8.50
199;01/04/2019;14:24:55;112;79;1;3.75
202;01/04/2019;17:26:58;437;37;2;6.00
212;01/04/2019;17:03:21;552;50;1;2.50
219;01/04/2019;15:03:55;194;43;1;3.00
224;01/04/2019;14:54:27;788;38;2;7.50
226;01/04/2019;16:30:12;533;40;1;3.75
227;01/04/2019;12:09:11;521;28;2;4.00
238;01/04/2019;15:48:10;512;41;1;4.25
247;01/04/2019;19:04:32;178;23;1;2.50
248;01/04/2019;14:30:49;416;32;2;6.00
249;01/04/2019;11:15:38;22;52;1;2.50
260;01/04/2019;18:14:31;642;61;2;9.50
262;01/04/2019;11:52:08;189;58;1;3.50
268;01/04/2019;16:04:10;223;42;2;5.00
269;01/04/2019;19:25:00;40;53;1;3.00
270;01/04/2019;11:27:00;344;49;1;3.00
276;01/04/2019;16:10:37;401;42;2;5.00
281;01/04/2019;11:27:06;189;31;2;4.40
290;01/04/2019;14:58:35;517;43;1;3.00
296;01/04/2019;14:49:18;328;39;1;4.25
296;01/04/2019;14:49:18;328;79;1;3.75
297;01/04/2019;12:05:26;331;48;2;5.00
298;01/04/2019;18:30:05;414;55;2;8.00
317;01/04/2019;19:57:08;567;48;1;2.50
325;01/04/2019;19:23:13;526;22;2;4.00
326;01/04/2019;12:05:31;659;52;2;5.00
334;01/04/2019;18:12:37;492;25;2;4.40
337;01/04/2019;18:14:17;655;39;2;8.50
344;01/04/2019;17:28:16;500;41;1;4.25
357;01/04/2019;15:34:10;530;41;2;8.50
357;01/04/2019;15:34:10;530;76;1;3.50
360;01/04/2019;15:30:57;114;38;2;7.50
366;01/04/2019;18:33:47;301;51;1;3.00
384;01/04/2019;16:04:18;602;54;2;5.00
385;01/04/2019;11:32:46;565;31;2;4.40
389;01/04/2019;17:00:27;335;29;1;2.50
390;01/04/2019;12:20:37;52;25;1;2.20
391;01/04/2019;18:05:52;216;33;2;7.00
391;01/04/2019;18:05:52;216;79;1;3.75
396;01/04/2019;14:45:31;550;47;1;3.00
405;01/04/2019;19:31:31;481;26;2;6.00
411;01/04/2019;12:23:27;516;22;2;4.00
413;01/04/2019;16:03:50;508;31;1;2.20
413;01/04/2019;16:03:50;508;76;1;3.50
421;01/04/2019;19:52:28;717;34;2;4.90
422;01/04/2019;14:14:08;641;26;1;3.00
426;01/04/2019;15:45:16;525;46;2;5.00
427;01/04/2019;19:03:00;384;22;1;2.00
429;01/04/2019;12:56:59;784;47;1;3.00
434;01/04/2019;17:26:52;383;26;2;6.00
446;01/04/2019;12:15:02;659;50;2;5.00
447;01/04/2019;14:51:44;235;30;1;3.00
451;01/04/2019;12:55:25;319;49;1;3.00
457;01/04/2019;16:17:06;647;34;2;4.90
459;01/04/2019;18:09:04;320;35;1;3.10
461;01/04/2019;17:54:11;326;56;2;5.10
470;01/04/2019;18:38:00;122;41;1;4.25
474;01/04/2019;18:13:09;453;59;1;4.50
480;01/04/2019;16:37:34;185;26;2;6.00
483;01/04/2019;19:15:15;393;55;1;4.00
490;01/04/2019;16:24:40;392;47;2;6.00
490;01/04/2019;16:24:40;392;74;1;3.50
494;01/04/2019;18:25:42;241;35;1;3.10
495;01/04/2019;18:51:23;777;24;2;6.00
497;01/04/2019;16:49:38;407;52;1;2.50
501;01/04/2019;16:16:43;659;39;1;4.25
510;01/04/2019;15:15:17;288;35;2;6.20
510;01/04/2019;15:15:17;288;79;1;3.75
511;01/04/2019;18:07:54;15;26;2;6.00
513;01/04/2019;11:08:11;486;59;1;4.50
516;01/04/2019;16:02:33;206;43;2;6.00
516;01/04/2019;16:02:33;206;71;1;3.75
523;01/04/2019;14:00:44;315;25;1;2.20
528;01/04/2019;17:12:46;197;55;2;8.00
529;01/04/2019;19:49:37;329;36;1;3.75
530;01/04/2019;19:28:35;184;55;1;4.00
534;01/04/2019;18:52:34;474;22;1;2.00
537;01/04/2019;12:18:27;706;38;1;3.75
539;01/04/2019;17:18:36;384;29;1;2.50
541;01/04/2019;19:17:34;537;52;2;5.00
546;01/04/2019;18:49:48;128;27;1;3.50
550;01/04/2019;11:12:39;349;22;2;4.00
554;01/04/2019;17:11:09;245;25;1;2.20
555;01/04/2019;18:23:47;244;32;2;6.00
558;01/04/2019;13:44:48;65;56;1;2.55
562;01/04/2019;13:03:13;616;43;2;6.00
565;01/04/2019;11:45:11;284;51;2;6.00
566;01/04/2019;12:20:16;384;60;2;7.50
575;01/04/2019;17:41:55;269;55;2;8.00
575;01/04/2019;17:41:55;269;71;1;3.75
580;01/04/2019;11:15:17;736;54;2;5.00
585;01/04/2019;17:58:05;385;52;2;5.00
586;01/04/2019;15:14:19;25;26;2;6.00
588;01/04/2019;12:45:52;200;28;2;4.00
590;01/04/2019;16:39:24;450;36;1;3.75
591;01/04/2019;16:32:46;644;51;2;6.00
593;01/04/2019;18:18:10;482;59;1;4.50
599;01/04/2019;12:58:29;83;41;1;4.25
601;01/04/2019;11:47:57;199;23;1;2.50
601;01/04/2019;11:47:57;199;69;1;3.25
602;01/04/2019;16:22:38;425;22;1;2.00
610;01/04/2019;15:30:16;222;43;1;3.00
611;01/04/2019;11:17:40;776;51;2;6.00
616;01/04/2019;11:30:18;190;30;2;6.00
625;01/04/2019;18:34:46;729;25;2;4.40
625;01/04/2019;18:34:46;729;77;1;3.00
641;01/04/2019;16:48:51;749;59;1;4.50
646;01/04/2019;18:16:21;281;54;2;5.00
660;01/04/2019;19:58:29;362;55;1;4.00
675;01/04/2019;15:29:24;271;57;1;3.10
675;01/04/2019;15:29:24;271;70;1;3.25
676;01/04/2019;11:09:01;289;59;1;4.50
677;01/04/2019;14:01:57;124;36;2;7.50
684;01/04/2019;11:57:17;693;37;2;6.00
691;01/04/2019;17:39:57;602;25;1;2.20
691;01/04/2019;17:39:57;602;77;1;3.00
693;01/04/2019;18:13:19;376;60;2;7.50
694;01/04/2019;14:19:10;251;60;1;3.75
703;01/04/2019;13:21:23;459;38;2;7.50
709;01/04/2019;12:30:46;120;44;2;5.00
711;01/04/2019;18:34:56;136;60;2;7.50
724;01/04/2019;13:05:56;596;58;1;3.50
725;01/04/2019;19:25:42;393;55;1;4.00
728;01/04/2019;16:31:22;126;51;2;6.00
737;01/04/2019;15:01:21;162;34;2;4.90
739;01/04/2019;12:46:22;230;56;1;2.55
755;01/04/2019;18:43:42;290;25;1;2.20
766;01/04/2019;15:09:37;119;22;1;2.00
770;01/04/2019;17:22:29;332;58;2;7.00
771;01/04/2019;16:38:05;138;35;1;3.10
777;01/04/2019;14:35:47;361;55;1;4.00
778;01/04/2019;15:10:55;488;42;1;2.50
780;01/04/2019;14:05:30;222;60;1;3.75
782;01/04/2019;18:00:34;141;53;1;3.00
789;01/04/2019;18:31:25;505;41;2;8.50
790;01/04/2019;12:42:26;139;53;1;3.00
793;01/04/2019;13:09:20;473;26;1;3.00
798;01/04/2019;19:29:01;329;44;2;5.00
803;01/04/2019;11:26:24;600;49;2;6.00
807;01/04/2019;16:47:11;796;26;2;6.00
809;01/04/2019;16:51:18;52;37;2;6.00
810;01/04/2019;18:51:41;702;28;1;2.00
820;01/04/2019;19:21:29;466;51;1;3.00
820;01/04/2019;19:21:29;466;74;1;3.50
823;01/04/2019;19:32:22;24;47;1;3.00
828;01/04/2019;11:14:07;456;52;1;2.50
831;01/04/2019;19:38:46;406;55;2;8.00
855;01/04/2019;15:12:22;637;24;1;3.00
859;01/04/2019;17:44:28;209;27;2;7.00
859;01/04/2019;17:44:28;209;74;1;3.50
861;01/04/2019;13:09:03;438;35;1;3.10
869;01/04/2019;16:42:12;536;36;2;7.50
873;01/04/2019;19:07:26;550;46;1;2.50
873;01/04/2019;19:07:26;550;78;1;4.50
889;01/04/2019;16:58:31;548;45;2;6.00
889;01/04/2019;16:58:31;548;70;1;3.25
891;01/04/2019;12:12:21;662;34;2;4.90
891;01/04/2019;12:12:21;662;71;1;3.75
901;01/04/2019;15:09:38;341;29;1;2.50
901;01/04/2019;15:09:38;341;71;1;3.75
902;01/04/2019;13:23:54;685;58;2;7.00
917;01/04/2019;19:10:16;631;27;2;7.00
919;01/04/2019;19:06:41;675;54;1;2.50
921;01/04/2019;11:44:31;773;56;1;2.55
923;01/04/2019;13:44:26;740;57;1;3.10
924;01/04/2019;12:58:53;743;57;2;6.20
932;01/04/2019;15:55:09;296;44;2;5.00
944;01/04/2019;19:25:57;63;50;2;5.00
944;01/04/2019;19:25:57;63;69;1;3.25
946;01/04/2019;12:04:37;563;47;2;6.00
948;01/04/2019;16:18:56;424;61;1;4.75
960;01/04/2019;14:07:56;382;23;1;2.50
964;01/04/2019;12:33:20;608;54;2;5.00
968;01/04/2019;18:22:07;497;53;1;3.00
969;01/04/2019;15:19:19;313;43;1;3.00
984;01/04/2019;15:17:06;81;53;1;3.00
988;01/04/2019;16:58:33;384;37;1;3.00
993;01/04/2019;13:42:10;398;43;1;3.00
994;01/04/2019;15:50:59;44;39;1;4.25
1000;01/04/2019;16:07:20;732;23;2;5.00
1010;01/04/2019;16:17:52;430;29;2;5.00
1014;01/04/2019;13:19:36;601;23;1;2.50
1015;01/04/2019;11:40:26;7;52;2;5.00
1017;01/04/2019;11:15:33;318;54;1;2.50
1018;01/04/2019;19:39:00;467;47;2;6.00
1023;01/04/2019;15:27:11;434;58;2;7.00
1033;01/04/2019;14:53:00;781;43;1;3.00
1042;01/04/2019;19:45:16;316;41;1;4.25
1046;01/04/2019;19:38:00;399;33;1;3.50
1051;01/04/2019;19:04:14;403;29;2;5.00
1052;01/04/2019;17:59:05;685;48;1;2.50
1057;01/04/2019;15:44:32;409;44;2;5.00
1057;01/04/2019;15:44:32;409;78;1;4.50
1064;01/04/2019;17:32:16;557;38;2;7.50
1065;01/04/2019;12:33:35;231;29;2;5.00
1071;01/04/2019;11:36:00;571;40;2;7.50
1072;01/04/2019;16:20:47;235;41;1;4.25
1088;01/04/2019;15:59:51;226;50;2;5.00
1093;01/04/2019;16:03:30;745;34;2;4.90
1094;01/04/2019;15:01:50;355;27;1;3.50
1095;01/04/2019;13:40:47;177;54;2;5.00
1096;01/04/2019;17:15:12;379;59;1;4.50
1108;01/04/2019;11:36:56;654;55;1;4.00
1114;01/04/2019;17:10:35;428;59;1;4.50
1116;01/04/2019;17:29:08;402;37;1;3.00
1117;01/04/2019;18:10:03;179;58;1;3.50
1120;01/04/2019;14:45:37;536;38;1;3.75
1123;01/04/2019;12:09:46;299;26;2;6.00
1125;01/04/2019;12:50:28;184;32;2;6.00
1145;01/04/2019;12:13:07;328;42;1;2.50
1146;01/04/2019;17:22:36;574;36;1;3.75
1151;01/04/2019;13:41:09;337;42;2;5.00
1167;01/04/2019;17:51:22;5;53;1;3.00
1169;01/04/2019;13:52:28;669;56;2;5.10
1169;01/04/2019;13:52:28;669;70;1;3.25
1182;01/04/2019;19:18:58;80;53;1;3.00
1185;01/04/2019;12:40:00;490;37;2;6.00
1185;01/04/2019;12:40:00;490;69;1;3.25
1187;01/04/2019;12:48:08;567;38;2;7.50
1195;01/04/2019;11:50:23;222;36;2;7.50
1198;01/04/2019;15:44:22;408;38;2;7.50
1201;01/04/2019;16:56:48;85;28;1;2.00
1206;01/04/2019;15:52:23;540;29;2;5.00
1207;01/04/2019;12:36:17;55;40;2;7.50
1207;01/04/2019;12:36:17;55;71;1;3.75
1209;01/04/2019;17:29:25;2;46;1;2.50
1209;01/04/2019;17:29:25;2;75;1;3.50
1210;01/04/2019;19:41:15;135;51;1;3.00
1230;01/04/2019;15:27:54;227;56;1;2.55
1233;01/04/2019;15:42:49;305;40;1;3.75
1238;01/04/2019;12:43:33;453;29;1;2.50
1247;01/04/2019;11:33:29;146;45;1;3.00
1247;01/04/2019;11:33:29;146;74;1;3.50
1257;01/04/2019;13:35:04;646;30;2;6.00
1261;01/04/2019;14:02:12;770;49;1;3.00
1264;01/04/2019;14:55:34;97;34;2;4.90
1271;01/04/2019;12:46:55;434;33;1;3.50
1271;01/04/2019;12:46:55;434;75;1;3.50
1278;01/04/2019;14:20:06;181;35;2;6.20
1279;01/04/2019;12:56:33;247;61;1;4.75
1285;01/04/2019;15:55:50;3;31;2;4.40
1286;01/04/2019;15:26:37;606;41;2;8.50
1288;01/04/2019;17:55:47;603;59;2;9.00
1288;01/04/2019;17:55:47;603;70;1;3.25
1291;01/04/2019;14:46:03;428;44;2;5.00
1291;01/04/2019;14:46:03;428;77;1;3.00
1293;01/04/2019;11:05:21;447;31;2;4.40
1296;01/04/2019;14:03:41;730;32;1;3.00
1297;01/04/2019;15:57:47;672;57;2;6.20
1298;01/04/2019;16:36:10;189;28;1;2.00
1301;01/04/2019;18:22:53;169;32;1;3.00
1301;01/04/2019;18:22:53;169;79;1;3.75
1302;01/04/2019;19:12:14;18;22;1;2.00
1320;01/04/2019;17:37:58;646;31;2;4.40
1325;01/04/2019;12:03:43;477;44;1;2.50
1332;01/04/2019;13:00:03;377;36;2;7.50
1333;01/04/2019;18:25:51;258;61;1;4.75
1334;01/04/2019;16:30:37;8;33;2;7.00
1343;01/04/2019;16:19:17;404;56;1;2.55
1352;01/04/2019;14:37:23;369;34;2;4.90
1355;01/04/2019;11:01:58;580;38;1;3.75
1355;01/04/2019;11:01:58;580;75;1;3.50
1359;01/04/2019;14:31:32;429;33;2;7.00
1362;01/04/2019;12:47:29;11;48;1;2.50
1364;01/04/2019;16:55:13;365;29;1;2.50
1364;01/04/2019;16:55:13;365;73;1;3.75
1367;01/04/2019;14:25:32;51;58;2;7.00
1371;01/04/2019;14:43:13;373;50;2;5.00
1380;01/04/2019;15:22:11;725;39;2;8.50
1383;01/04/2019;18:42:04;656;60;2;7.50
1384;01/04/2019;17:44:04;677;47;2;6.00
1386;01/04/2019;15:36:03;441;52;1;2.50
1386;01/04/2019;15:36:03;441;79;1;3.75
1388;01/04/2019;14:17:29;101;26;1;3.00
1389;01/04/2019;11:14:45;212;52;2;5.00
1391;01/04/2019;17:42:35;199;24;1;3.00
1402;01/04/2019;16:12:12;230;54;1;2.50
